schoolName,School City,Business Name,Business Address,Business Phone,Business Rating,Distance from School,name,location,website,description,type,grades,address,city,state,zip,zip2,phone,phone2,county,lat,lon,district,number,website.1,gs-url,Gs-rank,yearupdate,Number2
Juan Cabrillo Elementary School,Malibu,Aloha Beach Camp,30100 Pacific Coast Hwy,18189324600.0,5.0,379.707700838475,602920,63570010248,19649806022537.0,"Juan Cabrillo Elementary School, a public school located in Malibu, CA, serves grades K-5 in the Santa Monica-Malibu Unified School District.",public,"KG,1,2,3,4,5",30237 Morning View Drive,Malibu,CA,90265,6037,(310) 457-0360,(310) 457-0367,Los Angeles County,34.024864,-118.828682,Santa Monica-Malibu Unified School District,313,http://www.cabrillo.smmusd.org/,https://www.greatschools.org/california/malibu/2920-Juan-Cabrillo-Elementary-School/,,,1.29918972995141
Juan Cabrillo Elementary School,Malibu,Malibu Makos Surf Camp,30600 Pacific Coast Hwy,13103171229.0,5.0,1140.88334148139,602920,63570010248,19649806022537.0,"Juan Cabrillo Elementary School, a public school located in Malibu, CA, serves grades K-5 in the Santa Monica-Malibu Unified School District.",public,"KG,1,2,3,4,5",30237 Morning View Drive,Malibu,CA,90265,6037,(310) 457-0360,(310) 457-0367,Los Angeles County,34.024864,-118.828682,Santa Monica-Malibu Unified School District,313,http://www.cabrillo.smmusd.org/,https://www.greatschools.org/california/malibu/2920-Juan-Cabrillo-Elementary-School/,,,1.29918972995141
Malibu Middle,Malibu,Broad Beach,Broadbeach Rd,,4.0,1545.02019454719,632873,63570014384,19649800139311.0,"Malibu Middle, a public school located in Malibu, CA, serves grades Ungraded in the Santa Monica-Malibu Unified School District.",public,UG,30237 Morning View Drive,Malibu,CA,90265,6037,(310) 457-6801,,Los Angeles County,34.024864,-118.828682,Santa Monica-Malibu Unified School District,313,http://malibu.smmusd.org,https://www.greatschools.org/california/malibu/32873-Malibu-Middle/,,2022.0,1.29918972995141
Malibu Middle,Malibu,Zuma Beach ,30000 Pacific Coast Hwy,,4.5,1259.22910294481,632873,63570014384,19649800139311.0,"Malibu Middle, a public school located in Malibu, CA, serves grades Ungraded in the Santa Monica-Malibu Unified School District.",public,UG,30237 Morning View Drive,Malibu,CA,90265,6037,(310) 457-6801,,Los Angeles County,34.024864,-118.828682,Santa Monica-Malibu Unified School District,313,http://malibu.smmusd.org,https://www.greatschools.org/california/malibu/32873-Malibu-Middle/,,2022.0,1.29918972995141
Malibu Middle,Malibu,Aloha Beach Camp,30100 Pacific Coast Hwy,18189324600.0,5.0,379.707700838475,632873,63570014384,19649800139311.0,"Malibu Middle, a public school located in Malibu, CA, serves grades Ungraded in the Santa Monica-Malibu Unified School District.",public,UG,30237 Morning View Drive,Malibu,CA,90265,6037,(310) 457-6801,,Los Angeles County,34.024864,-118.828682,Santa Monica-Malibu Unified School District,313,http://malibu.smmusd.org,https://www.greatschools.org/california/malibu/32873-Malibu-Middle/,,2022.0,1.29918972995141
Malibu Middle,Malibu,Malibu Makos Surf Camp,30600 Pacific Coast Hwy,13103171229.0,5.0,1140.88334148139,632873,63570014384,19649800139311.0,"Malibu Middle, a public school located in Malibu, CA, serves grades Ungraded in the Santa Monica-Malibu Unified School District.",public,UG,30237 Morning View Drive,Malibu,CA,90265,6037,(310) 457-6801,,Los Angeles County,34.024864,-118.828682,Santa Monica-Malibu Unified School District,313,http://malibu.smmusd.org,https://www.greatschools.org/california/malibu/32873-Malibu-Middle/,,2022.0,1.29918972995141
St. Aidan's School,Malibu,Escondido Canyon Park,27200 Winding Way,13105893200.0,4.0,1819.64570873649,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Thornhill Broome Beach,9000 Pacific Coast Hightway,18188800350.0,4.0,1870.36750523894,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Enjoy The Mountain,8605 Santa Monica Blvd,18443866691.0,4.0,38342.5495018834,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Long Beach Waterbikes,164 N Marina Dr,15625462493.0,4.5,69369.9964254283,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Malibu Lagoon,,,5.0,824.845816776487,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Paradise Cove Beach,28128 Pacific Coast Hwy,13104572503.0,3.0,420.108002275902,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Enjoy The Mountain,1 Garden St,18443866691.0,4.5,93351.1255936975,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Santa Barbara Beach Horseback Rides,,18056885984.0,4.5,85631.8261073082,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Sail Channel Islands,3150 S Harbor Blvd,18057507828.0,5.0,43734.1171597021,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Wild Desert Tours,13735 Shadow Mountain Rd,17604759358.0,5.0,152582.689555268,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Old Plank Sailing Adventures,13715 Fiji Way,18186440081.0,5.0,32001.5779891897,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Rock N Rope Adventures,,13109754049.0,5.0,1457.2112000651,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Bella Boating,13701 Fiji Way,13104221114.0,5.0,32004.37996746,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,The Maimon Group,640 S San Vicente Blvd,18446480331.0,4.5,38606.0077887636,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Malibu Mountain Bikers,,18056602715.0,5.0,13756.4032958965,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Malibu Wine and Nature Tours,,13104567651.0,5.0,32691.755997818,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,VOX DJs,2988 Columbia St,13103722222.0,5.0,45994.0272603082,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,"Jason Abaka, DPT",,13102288251.0,5.0,824.845816776487,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Marina Del Rey Boat Rentals,13717 Fiji Way,13103064444.0,3.0,32008.388871161,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St. Aidan's School,Malibu,Pali Adventures,30778 Hwy 18,19098675743.0,4.0,154002.774101937,623870,,19649806133573.0,"St. Aidan's School, a private school located in Malibu, CA, serves grades K in the .",private,KG,28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024063,-118.788422,,0,http://www.staidansschool.org/,https://www.greatschools.org/california/malibu/23870-St.-Aidans-School/,,,1.47327022257571
St Aidans School,Malibu,Escondido Canyon Park,27200 Winding Way,13105893200.0,4.0,1818.93262568857,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Thornhill Broome Beach,9000 Pacific Coast Hightway,18188800350.0,4.0,1871.0559095599,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Enjoy The Mountain,8605 Santa Monica Blvd,18443866691.0,4.0,38342.299145623,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Long Beach Waterbikes,164 N Marina Dr,15625462493.0,4.5,69370.5842379843,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Malibu Lagoon,,,5.0,824.512453232521,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Paradise Cove Beach,28128 Pacific Coast Hwy,13104572503.0,3.0,421.435033048326,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Enjoy The Mountain,1 Garden St,18443866691.0,4.5,93350.5001043627,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Santa Barbara Beach Horseback Rides,,18056885984.0,4.5,85631.1208615546,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Sail Channel Islands,3150 S Harbor Blvd,18057507828.0,5.0,43733.6180346036,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Wild Desert Tours,13735 Shadow Mountain Rd,17604759358.0,5.0,152581.99373906,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Old Plank Sailing Adventures,13715 Fiji Way,18186440081.0,5.0,32001.8072243342,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Rock N Rope Adventures,,13109754049.0,5.0,1455.91932171341,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Bella Boating,13701 Fiji Way,13104221114.0,5.0,32004.6103381006,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,The Maimon Group,640 S San Vicente Blvd,18446480331.0,4.5,38605.8460167477,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Malibu Mountain Bikers,,18056602715.0,5.0,13755.0859489472,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Malibu Wine and Nature Tours,,13104567651.0,5.0,32691.5763794091,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,VOX DJs,2988 Columbia St,13103722222.0,5.0,45994.6055490454,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,"Jason Abaka, DPT",,13102288251.0,5.0,824.512453232521,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Marina Del Rey Boat Rentals,13717 Fiji Way,13103064444.0,3.0,32008.6215119666,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
St Aidans School,Malibu,Pali Adventures,30778 Hwy 18,19098675743.0,4.0,154002.569236731,630767,BB100108,,"St Aidans School, a private school located in Malibu, CA, serves grades PK-K in the .",private,"PK,KG",28211 Pacific Coast Highway,Malibu,CA,90265,6037,(310) 457-8899,,Los Angeles,34.024075,-118.788422,,0,,https://www.greatschools.org/california/malibu/30767-St-Aidans-School/,,,1.47368592093653
Moreau Academy,Malibu,Broad Beach,Broadbeach Rd,,4.0,1569.62049235592,625998,,19649806200695.0,"Moreau Academy, a private school located in Malibu, CA, serves grades 1-12 in the .",private,"1,2,3,4,5,6,7,8,9,10,11,12",31222 Anacapa View Drive,Malibu,CA,90265,6037,(424) 644-0347,,Los Angeles,34.043682,-118.851189,,0,,https://www.greatschools.org/california/malibu/25998-Moreau-Academy/,,,3.12298563386233
