schoolName,School City,Business Name,Business Address,Business Phone,Business Rating,Distance from School
Carpe Diem Academy,Agoura,Paramount Ranch Trail Half Marathon & 10K,Paramount Ranch Rd,,5.0,1265.8675340360500
Carpe Diem Academy,Agoura,Buzz's Adventure Tours,,18187076907,5.0,1917.3615953448600
Carpe Diem Academy,Agoura,Happy Swimmers Mobile Swim School,,18185304117,4.5,24395.477830351000
Carpe Diem Academy,Agoura,Camp Calabasas,3701 Lost Hills Rd,18184479469,4.5,6554.301989627750
Saint Jude The Apostle,Westlake Village,Bernice Bennett  Park,31800 Village Center Rd,,4.5,1067.9201875909300
Saint Jude The Apostle,Westlake Village,The Growing Place Preschool,1049 S Westlake Blvd,18054977064,4.5,1775.2920694991400
Saint Jude The Apostle,Westlake Village,little fox yoga,31838 Village Ctr Rd,,5.0,1014.290942324680
Saint Jude The Apostle,Westlake Village,Malibu Riders,,18185102245,5.0,37105.15432830090
Saint Jude The Apostle,Westlake Village,Westlake Village Dog Park,31200 Oak Crest Drive,18187061613,4.0,1605.1420261444700
Saint Jude The Apostle,Westlake Village,ISR Wendy Kegley,,18053410455,4.5,124.4851329254910
Saint Jude The Apostle,Westlake Village,Four Seasons Hotel,2 Dole Dr,18185753000,4.0,2077.186002430430
Saint Jude The Apostle,Westlake Village,Mommy and me Thousand Oaks with Ms. Olivia,1489 E Thousand Oaks Blvd,18052679115,5.0,5453.339006968680
Saint Jude The Apostle,Westlake Village,Malibu Mountain Bikers,,18056602715,5.0,1147.8260941632900
Saint Jude The Apostle,Westlake Village,CastleCleaners,807 Via Colinas,18664789783,4.5,2414.100505295320
Saint Jude The Apostle,Westlake Village,Reptile Family,,18054051044,5.0,44727.98509815340
Saint Jude The Apostle,Westlake Village,SB Buggie,120 E Yanonali St,18057556778,5.0,85610.89519117760
Saint Jude The Apostle,Westlake Village,Wild Desert Tours,13735 Shadow Mountain Rd,17604759358,5.0,148974.10342119100
Saint Jude The Apostle,Westlake Village,Enjoy The Mountain,1 Garden St,18443866691,4.5,85370.93723317110
Saint Jude The Apostle,Westlake Village,Gomez Family Child Care,22246 Roscoe Blvd,17478952060,5.0,21171.260895823200
Saint Jude The Apostle,Westlake Village,Camp Calabasas,3701 Lost Hills Rd,18184479469,4.5,11630.59664299770
Saint Jude The Apostle,Westlake Village,Bee Kind Child Daycare,,18057967401,5.0,8680.20376444239
Saint Jude The Apostle,Westlake Village,Sail Channel Islands,3150 S Harbor Blvd,18057507828,5.0,37800.61090778580
Saint Jude The Apostle,Westlake Village,Signet Tours 超值旅遊,1170 Durfee Ave,18773078615,4.5,72659.46121592000
Saint Jude The Apostle,Westlake Village,Long Beach Waterbikes,164 N Marina Dr,15625462493,4.5,78260.33262118760
St Jude the Apostle School,Westlake Village,Bernice Bennett  Park,31800 Village Center Rd,,4.5,1071.1078784414500
St Jude the Apostle School,Westlake Village,The Growing Place Preschool,1049 S Westlake Blvd,18054977064,4.5,1745.0329529571500
St Jude the Apostle School,Westlake Village,little fox yoga,31838 Village Ctr Rd,,5.0,1014.8790015746900
St Jude the Apostle School,Westlake Village,Malibu Riders,,18185102245,5.0,37137.8697525096
St Jude the Apostle School,Westlake Village,Westlake Village Dog Park,31200 Oak Crest Drive,18187061613,4.0,1622.7482112676800
St Jude the Apostle School,Westlake Village,ISR Wendy Kegley,,18053410455,4.5,123.66081236714600
St Jude the Apostle School,Westlake Village,Four Seasons Hotel,2 Dole Dr,18185753000,4.0,2084.271158084210
St Jude the Apostle School,Westlake Village,Mommy and me Thousand Oaks with Ms. Olivia,1489 E Thousand Oaks Blvd,18052679115,5.0,5421.891900267890
St Jude the Apostle School,Westlake Village,Malibu Mountain Bikers,,18056602715,5.0,1153.202485155360
St Jude the Apostle School,Westlake Village,CastleCleaners,807 Via Colinas,18664789783,4.5,2420.394704850840
St Jude the Apostle School,Westlake Village,Reptile Family,,18054051044,5.0,44694.643808700100
St Jude the Apostle School,Westlake Village,SB Buggie,120 E Yanonali St,18057556778,5.0,85577.42738402180
St Jude the Apostle School,Westlake Village,Wild Desert Tours,13735 Shadow Mountain Rd,17604759358,5.0,148991.65529728500
St Jude the Apostle School,Westlake Village,Enjoy The Mountain,1 Garden St,18443866691,4.5,85337.4730654767
St Jude the Apostle School,Westlake Village,Gomez Family Child Care,22246 Roscoe Blvd,17478952060,5.0,21189.55255232710
St Jude the Apostle School,Westlake Village,Bee Kind Child Daycare,,18057967401,5.0,8648.805400725540
St Jude the Apostle School,Westlake Village,Camp Calabasas,3701 Lost Hills Rd,18184479469,4.5,11654.430854197200
St Jude the Apostle School,Westlake Village,Sail Channel Islands,3150 S Harbor Blvd,18057507828,5.0,37770.185750313900
St Jude the Apostle School,Westlake Village,Signet Tours 超值旅遊,1170 Durfee Ave,18773078615,4.5,72690.73065950220
St Jude the Apostle School,Westlake Village,Long Beach Waterbikes,164 N Marina Dr,15625462493,4.5,78294.418638153
White Oak Elementary School,Westlake Village,Bernice Bennett  Park,31800 Village Center Rd,,4.5,215.37731521013600
White Oak Elementary School,Westlake Village,Westlake Village Dog Park,31200 Oak Crest Drive,18187061613,4.0,777.8646636021750
White Oak Elementary School,Westlake Village,little fox yoga,31838 Village Ctr Rd,,5.0,244.2443200155020
White Oak Elementary School,Westlake Village,The Growing Place Preschool,1049 S Westlake Blvd,18054977064,4.5,1793.1373203502300
White Oak Elementary School,Westlake Village,Malibu Riders,,18185102245,5.0,36659.09284891130
White Oak Elementary School,Westlake Village,Four Seasons Hotel,2 Dole Dr,18185753000,4.0,1160.881595170320
White Oak Elementary School,Westlake Village,101 Escape Rooms,31139 Via Colinas,17472227638,5.0,1449.7060135458600
White Oak Elementary School,Westlake Village,Yarrow Family YMCA,31105 Thousand Oaks Blvd,18187079622,3.5,1957.4685042400800
White Oak Elementary School,Westlake Village,Smash RX,28215 Agoura Rd 160,17175276274,4.0,1660.4364245157900
White Oak Elementary School,Westlake Village,Malibu Mountain Bikers,,18056602715,5.0,248.3168667513390
White Oak Elementary School,Westlake Village,Bubblemania and Company,,13104466115,5.0,37683.671594695500
White Oak Elementary School,Westlake Village,CastleCleaners,807 Via Colinas,18664789783,4.5,1499.1559710564200
White Oak Elementary School,Westlake Village,ISR Wendy Kegley,,18053410455,4.5,803.6772493019160
White Oak Elementary School,Westlake Village,Mommy and me Thousand Oaks with Ms. Olivia,1489 E Thousand Oaks Blvd,18052679115,5.0,5381.987277222230
White Oak Elementary School,Westlake Village,Reptile Family,,18054051044,5.0,45129.306207982
White Oak Elementary School,Westlake Village,Old Plank Sailing Adventures,13715 Fiji Way,18186440081,5.0,38703.16526735420
White Oak Elementary School,Westlake Village,Fauves Studio,31344 Via Colinas,18186996066,5.0,1255.5709214944400
White Oak Elementary School,Westlake Village,SB Buggie,120 E Yanonali St,18057556778,5.0,85993.25746314520
White Oak Elementary School,Westlake Village,Wild Desert Tours,13735 Shadow Mountain Rd,17604759358,5.0,148100.2049517980
White Oak Elementary School,Westlake Village,Pacific Swim School,,18059051905,3.0,5991.368469302930
Westminster Presbyterian Pre-School,Westlake Village,Bernice Bennett  Park,31800 Village Center Rd,,4.5,660.0041763695820
Westminster Presbyterian Pre-School,Westlake Village,The Growing Place Preschool,1049 S Westlake Blvd,18054977064,4.5,1110.3625843194300
Westminster Presbyterian Pre-School,Westlake Village,Smash RX,28215 Agoura Rd 160,17175276274,4.0,1970.2748006769800
Westminster Presbyterian Pre-School,Westlake Village,Reptile Family,,18054051044,5.0,44420.23327873270
Westminster Presbyterian Pre-School,Westlake Village,little fox yoga,31838 Village Ctr Rd,,5.0,563.3490073800310
Westminster Presbyterian Pre-School,Westlake Village,Malibu Riders,,18185102245,5.0,37368.518126207900
Westminster Presbyterian Pre-School,Westlake Village,ISR Wendy Kegley,,18053410455,4.5,741.6805616198360
Westminster Presbyterian Pre-School,Westlake Village,101 Escape Rooms,31139 Via Colinas,17472227638,5.0,1807.6396046649900
Westminster Presbyterian Pre-School,Westlake Village,Atmosphere Church,2382 Townsgate Rd,18053348700,5.0,2047.6362406953600
Westminster Presbyterian Pre-School,Westlake Village,Westlake Village Dog Park,31200 Oak Crest Drive,18187061613,4.0,1454.5665323943800
Westminster Presbyterian Pre-School,Westlake Village,Four Seasons Hotel,2 Dole Dr,18185753000,4.0,1595.9051755762200
Westminster Presbyterian Pre-School,Westlake Village,Boulderdash Indoor Rock Climbing,880 Hampshire Rd,18055571300,4.0,1328.8440252841100
Westminster Presbyterian Pre-School,Westlake Village,Mommy and me Thousand Oaks with Ms. Olivia,1489 E Thousand Oaks Blvd,18052679115,5.0,4766.471261178410
Westminster Presbyterian Pre-School,Westlake Village,Sail Channel Islands,3150 S Harbor Blvd,18057507828,5.0,37707.68360081050
Westminster Presbyterian Pre-School,Westlake Village,Today's College Solutions,660 Hampshire Rd.,18054132500,5.0,2004.7954746146700
Westminster Presbyterian Pre-School,Westlake Village,Malibu Mountain Bikers,,18056602715,5.0,767.1759477499760
Westminster Presbyterian Pre-School,Westlake Village,Enjoy The Mountain,1 Garden St,18443866691,4.5,85045.55066533920
Westminster Presbyterian Pre-School,Westlake Village,Bee Kind Child Daycare,,18057967401,5.0,7981.732725635900
Westminster Presbyterian Pre-School,Westlake Village,Bubblemania and Company,,13104466115,5.0,38393.01800921580
Westminster Presbyterian Pre-School,Westlake Village,Camp Carden,975 Evenstar Ave,18054977005,5.0,1637.4814415689700
Westlake Elementary School,Westlake Village,Santa Barbara Beach Horseback Rides,,18056885984,4.5,74182.8588831852
Westlake Elementary School,Westlake Village,MD&D Pools,107 N Reino Rd,18057327480,4.5,10277.352247378700
Westlake Elementary School,Westlake Village,Bubblemania and Company,,13104466115,5.0,40972.96244540310
Westlake Elementary School,Westlake Village,SB Buggie,120 E Yanonali St,18057556778,5.0,82779.22488628140
Westlake Elementary School,Westlake Village,VOX DJs,2988 Columbia St,13103722222,5.0,57729.82401169800
Westlake Elementary School,Westlake Village,Dreamcourts/L.A.,209 Triunfo Canyon Rd,18058704151,3.5,1910.4025022380200
Westlake Elementary School,Westlake Village,Enjoy The Mountain,1 Garden St,18443866691,4.5,82539.01432501930
Westlake Elementary School,Westlake Village,Camp Carden,975 Evenstar Ave,18054977005,5.0,1804.7377576256500
Westlake Elementary School,Westlake Village,Drivers Ed Direct,9121 Oakdale Ave,18007281048,5.0,28014.587056885700
Westlake Elementary School,Westlake Village,Saber Delivery Services,,18052364386,5.0,23377.685363428100
Westlake Elementary School,Westlake Village,Davey's Locker Sport Fishing & Whale Watching,400 Main St,19496731435,4.0,106515.44556807600
Westlake Elementary School,Westlake Village,Famous Carpet and Floor Care,57 Dobkin Pl,18053043741,5.0,14706.445527208300
Westlake Elementary School,Westlake Village,My Mad Science Party,15548 Julia Ln,15623720262,1.0,68171.25826287920
Westlake Elementary School,Westlake Village,Sunsational Swim School - Home Swim Lessons,,18887882140,4.5,6770.16824154481
Westlake Elementary School,Westlake Village,Channel Islands Sportfishing Center,4151 Victoria Ave,18053821612,4.0,34285.44094943400
Westlake Elementary School,Westlake Village,EPIC Surf Lessons & Tours,,13106010669,5.0,38817.86894507290
Westlake Elementary School,Westlake Village,Todd's Pool Service,1073 Tuttle Ave,18055012363,5.0,14192.304473012100
Westlake Elementary School,Westlake Village,Martini Travel Agency,14622 Ventura Blvd,18885861688,4.5,36687.99766709590
Westlake Elementary School,Westlake Village,Swiss Family Childcare,9490 El Cajon St,18052337641,5.0,33884.121957498400
Westlake Elementary School,Westlake Village,Hector Islas Photography,,13239727183,5.0,56259.31476353130
Born Learners School,Agoura Hills,Family Karate Center,5290 Kanan Rd,13104632007,5.0,1666.5545699443500
Born Learners School,Agoura Hills,Born Learners School,28348 Agoura Rd,18189917752,4.5,9.566875699108690
Born Learners School,Agoura Hills,MonarX Parkour,5331 Derry Ave,18188896326,5.0,788.2883594532880
Born Learners School,Agoura Hills,Malibu Riders,,18185102245,5.0,30558.11765677780
Born Learners School,Agoura Hills,Knauer Music School - Agoura Hills,28501 Canwood St,18185150379,5.0,445.00381013555400
Born Learners School,Agoura Hills,Old Agoura Park,5301 Chesebro Rd,18185977399,3.5,800.5686295825020
Born Learners School,Agoura Hills,Monarchs Gymnastics,5331 Derry Ave,18188893634,4.0,778.6586464001820
Born Learners School,Agoura Hills,Great Race of Agoura Hills,5550 Medea Valley Dr,18774787223,4.0,1474.5616721466200
Born Learners School,Agoura Hills,SB Buggie,120 E Yanonali St,18057556778,5.0,92045.55572891650
Born Learners School,Agoura Hills,VOX DJs,2988 Columbia St,13103722222,5.0,49838.46180432770
Born Learners School,Agoura Hills,PCH Scuba,5284 Kanan Rd,13106212361,5.0,1785.3155897821900
Born Learners School,Agoura Hills,CastleCleaners,807 Via Colinas,18664789783,4.5,5545.6863424581600
Born Learners School,Agoura Hills,Mommy and me Thousand Oaks with Ms. Olivia,1489 E Thousand Oaks Blvd,18052679115,5.0,10933.54412837620
Born Learners School,Agoura Hills,Reptile Family,,18054051044,5.0,51241.38806375320
Born Learners School,Agoura Hills,Enjoy The Mountain,1 Garden St,18443866691,4.5,91807.16831824040
Born Learners School,Agoura Hills,Fume-a-Pest & Termite Control,17801 Ventura Blvd,18187574555,3.5,20755.845340202100
Born Learners School,Agoura Hills,Family Bees Eco-friendly Bee Removal,11755 Dronfield Ave,18183596800,5.0,34534.725899695400
Born Learners School,Agoura Hills,Starline Tours,6801 Hollywood Blvd,18009593131,3.0,37440.54936983250
Born Learners School,Agoura Hills,Malibu Mountain Bikers,,18056602715,5.0,6256.392780386670
Born Learners School,Agoura Hills,Buzz's Adventure Tours,,18187076907,5.0,428.5155029982000
Conejo Jewish Day School,Agoura Hills,Born Learners School,28348 Agoura Rd,18189917752,4.5,437.86288528414800
Conejo Jewish Day School,Agoura Hills,Malibu Riders,,18185102245,5.0,30131.738896494200
Conejo Jewish Day School,Agoura Hills,MonarX Parkour,5331 Derry Ave,18188896326,5.0,1140.9370033914000
Conejo Jewish Day School,Agoura Hills,Old Agoura Park,5301 Chesebro Rd,18185977399,3.5,740.7480447510680
Conejo Jewish Day School,Agoura Hills,Monarchs Gymnastics,5331 Derry Ave,18188893634,4.0,1123.9115205256200
Conejo Jewish Day School,Agoura Hills,SB Buggie,120 E Yanonali St,18057556778,5.0,92472.35839947220
Conejo Jewish Day School,Agoura Hills,Great Race of Agoura Hills,5550 Medea Valley Dr,18774787223,4.0,1847.7166252352500
Conejo Jewish Day School,Agoura Hills,Knauer Music School - Agoura Hills,28501 Canwood St,18185150379,5.0,796.8329746647240
Conejo Jewish Day School,Agoura Hills,CastleCleaners,807 Via Colinas,18664789783,4.5,5974.288794014290
Conejo Jewish Day School,Agoura Hills,Buzz's Adventure Tours,,18187076907,5.0,0.2150446006393430
Conejo Jewish Day School,Agoura Hills,South Park Doggie - Doggieland LA,147 W 24th St,12136772370,5.0,45163.4213064366
Conejo Jewish Day School,Agoura Hills,Family Bees Eco-friendly Bee Removal,11755 Dronfield Ave,18183596800,5.0,34215.34500373130
Conejo Jewish Day School,Agoura Hills,Long Beach Waterbikes,164 N Marina Dr,15625462493,4.5,72326.69007429810
Conejo Jewish Day School,Agoura Hills,VOX DJs,2988 Columbia St,13103722222,5.0,49457.46611331580
Conejo Jewish Day School,Agoura Hills,Allguard Termite and Pest Control,2186 Eastman Ave,18056427433,4.5,46718.80281348100
Conejo Jewish Day School,Agoura Hills,JW Notary Signing Service,,16262271173,5.0,55272.684019191100
Conejo Jewish Day School,Agoura Hills,Famous Carpet and Floor Care,57 Dobkin Pl,18053043741,5.0,15266.57043886220
Conejo Jewish Day School,Agoura Hills,Gomez Family Child Care,22246 Roscoe Blvd,17478952060,5.0,14713.520117696800
Conejo Jewish Day School,Agoura Hills,Floatified Onewheel Experience,,15627141063,5.0,27574.688757240200
Conejo Jewish Day School,Agoura Hills,The Booth & Bus Co,4262 Lindblade Dr,14242721680,5.0,33341.298360808400
Growing Place Pre-School,Thousand Oaks,The Growing Place Preschool,1049 S Westlake Blvd,18054977064,4.5,16.504899925916100
Growing Place Pre-School,Thousand Oaks,Boulderdash Indoor Rock Climbing,880 Hampshire Rd,18055571300,4.0,281.10709997919800
Growing Place Pre-School,Thousand Oaks,Leap Dragon,3671 Thousand Oaks Blvd,18058641378,5.0,1487.5675961567800
Growing Place Pre-School,Thousand Oaks,Atmosphere Church,2382 Townsgate Rd,18053348700,5.0,1028.3857124609300
Growing Place Pre-School,Thousand Oaks,little fox yoga,31838 Village Ctr Rd,,5.0,1578.3443452083700
Growing Place Pre-School,Thousand Oaks,Today's College Solutions,660 Hampshire Rd.,18054132500,5.0,945.5711259088800
Growing Place Pre-School,Thousand Oaks,Camp Carden,975 Evenstar Ave,18054977005,5.0,551.8448291700640
Growing Place Pre-School,Thousand Oaks,Bernice Bennett  Park,31800 Village Center Rd,,4.5,1667.2581935355600
Growing Place Pre-School,Thousand Oaks,So Cal Pool Builders,3835R Thousand Oaks Blvd,18052798896,5.0,1377.658060014410
Growing Place Pre-School,Thousand Oaks,Bubblemania and Company,,13104466115,5.0,39429.432236409900
