schoolName,School City,Business Name,Business Address,Business Phone,Business Rating,Distance from School
Daep- El,Austin,South Austin Recreation Center,1100 Cumberland Rd,15129782440,4.0,1315.441380866880
Daep- El,Austin,Amala Foundation,1006 S 8th St,15124768884,5.0,564.5600326875910
Daep- El,Austin,The AR Adventure,200 Congress Ave,15125802525,5.0,2145.19396169733
Daep- El,Austin,Under30Experiences,411 W Monroe St,18888392086,5.0,516.1294265587050
Daep- El,Austin,CLUBWAKA - Austin,2504 Durwood St,18552582925,4.0,1100.8219887312800
Daep- El,Austin,Butler Pitch & Putt,201 Lee Barton Dr,15124774430,4.0,1451.1357715290200
Daep- El,Austin,Barton Springs Bike Rental & Tours,1707 Barton Springs Rd,15124800200,5.0,1433.8731963692800
Becker Elementary School,Austin,Zilker Park Boat Rentals,2101 Andrew Zilker Rd,15124783852,4.0,1730.9384672222300
Becker Elementary School,Austin,Barton Springs Pool,2201 Barton Springs Rd,15129746300,4.5,1895.5516279745400
Becker Elementary School,Austin,Austin Eats Food Tours,,15129634545,5.0,1043.0760123071300
Becker Elementary School,Austin,Peter Pan Mini-Golf,1207 Barton Springs Rd,15124721033,4.0,1113.6640037257100
Becker Elementary School,Austin,Capital Cruises,208 Barton Springs Rd,15124809264,4.5,1680.9201279382500
Becker Elementary School,Austin,Mainspring Schools,1100 W Live Oak St,15124422301,5.0,636.7221135547700
Becker Elementary School,Austin,St. Ignatius Martyr Catholic Church,126 W Oltorf St,15124423602,5.0,1205.6076304386000
Becker Elementary School,Austin,AquaMobile Swim School,,18889507946,3.5,1043.0760123071300
Becker Elementary School,Austin,Lone Star Riverboat,208 Barton Springs Rd,15123271388,4.5,1651.488261969010
Becker Elementary School,Austin,ATX Kids Club,,15122345437,4.5,1043.0760123071300
Becker Elementary School,Austin,ZACH Theatre,202 S Lamar Blvd,15124760541,4.5,1535.7637275961300
Becker Elementary School,Austin,The AR Adventure,217 Congress Ave,15125802525,5.0,2219.644608522100
Becker Elementary School,Austin,Nicholas Dawson Park,614 Gibson St,15129746700,4.5,502.91222094970800
Becker Elementary School,Austin,South Austin Recreation Center,1100 Cumberland Rd,15129782440,4.0,1315.441380866880
Becker Elementary School,Austin,Amala Foundation,1006 S 8th St,15124768884,5.0,564.5600326875910
Becker Elementary School,Austin,The AR Adventure,200 Congress Ave,15125802525,5.0,2145.19396169733
Becker Elementary School,Austin,Under30Experiences,411 W Monroe St,18888392086,5.0,516.1294265587050
Becker Elementary School,Austin,CLUBWAKA - Austin,2504 Durwood St,18552582925,4.0,1100.8219887312800
Becker Elementary School,Austin,Butler Pitch & Putt,201 Lee Barton Dr,15124774430,4.0,1451.1357715290200
Becker Elementary School,Austin,Barton Springs Bike Rental & Tours,1707 Barton Springs Rd,15124800200,5.0,1433.8731963692800
Linder Elementary School,Austin,Tiny Tails To You,,15124235577,5.0,1138.266298161360
Linder Elementary School,Austin,Aiden by Best Western @ Austin City Hotel,2200 S I H 35,15124440561,3.5,1163.2313008457100
Linder Elementary School,Austin,Mabel Davis District Park,3427 Parker Ln,15124415247,4.0,793.9617642089430
Linder Elementary School,Austin,Happy Swimmers USA,,15123332480,5.0,1138.266298161360
Linder Elementary School,Austin,Big Stacy Pool,700 E Live Oak,15124450304,4.0,1894.5214821214600
Linder Elementary School,Austin,Avas Flowers,,18776383303,1.0,1138.266298161360
Galindo Elementary School,Austin,Austin Aqua-Dome,1604 Fortview Rd,15124421400,4.5,1104.112284513250
Galindo Elementary School,Austin,Crux Climbing Center,121 Pickle Rd,15129313911,4.5,887.8666527980450
Galindo Elementary School,Austin,Blazer Tag Adventure Center,1701 W Ben White Blvd,15124620202,4.0,1301.028406413900
Galindo Elementary School,Austin,Pikopye’s Town,2919 Menchaca Rd,15123684011,5.0,1645.676655550570
Galindo Elementary School,Austin,Crabtree amusement Carnival,412 E Ben White Blvd,,2.0,1559.8967644655700
Galindo Elementary School,Austin,South Austin Recreation Center,1100 Cumberland Rd,15129782440,4.0,1380.8542195158900
Galindo Elementary School,Austin,Austin Brewery Tours,4714 Mt Vernon Dr,15124129268,5.0,1504.2700300258400
Galindo Elementary School,Austin,Premier High School,1701 W Ben White Blvd,15124448442,4.0,1156.148117532590
Galindo Elementary School,Austin,YMOK Daycare Austin,510 Clarke St,15124284818,4.5,499.0349452888930
Galindo Elementary School,Austin,Austin Detours,3605 Manchaca Rd,15129628636,5.0,1342.8536295384800
Galindo Elementary School,Austin,Lone Star Riverboat,208 Barton Springs Rd,15123271388,4.5,4233.171195745030
Galindo Elementary School,Austin,Rock-About Climbing Adventures,3505 S Lamar Blvd,15124150804,5.0,1743.3136037514500
Galindo Elementary School,Austin,Snapology Austin,1910 Fort View Rd,15123689090,5.0,1435.0197364590600
Galindo Elementary School,Austin,Del Curto Neighborhood Park,3000 Del Curto,,4.0,1469.78726847182
Galindo Elementary School,Austin,Experience Guide,,,5.0,1641.8213360698100
Galindo Elementary School,Austin,CLUBWAKA - Austin,2504 Durwood St,18552582925,4.0,1719.252852571360
Galindo Elementary School,Austin,The Learning Experience - Buda,825 Main St,15125238831,5.0,17169.27681525380
Galindo Elementary School,Austin,Neuron Garage,,15125935393,5.0,9564.390776422570
Sanchez Elementary School,Austin,Alamo Adventures,602 Interstate 35,15122030093,5.0,46540.403905243800
Sanchez Elementary School,Austin,Texas Toy Museum,314 1/2 Congress Ave,15122209582,4.0,1216.7641506955300
Sanchez Elementary School,Austin,Original Selfie Museum,503 Neches St,15126518383,5.0,944.7933516569790
Sanchez Elementary School,Austin,Selfiemade Escape Room,503 Neches St,15126518383,5.0,945.8315476732040
Sanchez Elementary School,Austin,The Escape Game Austin,405 Red River St,15126430043,5.0,797.9077393559080
Sanchez Elementary School,Austin,Capital Cruises,208 Barton Springs Rd,15124809264,4.5,1231.2695823830300
Sanchez Elementary School,Austin,Alpine Engine,98 San Jacinto Blvd,15127519639,4.0,834.5452319823970
Sanchez Elementary School,Austin,Austin Tubing Trips,251 Trinity St,15126553085,4.5,834.5041221693640
Sanchez Elementary School,Austin,Balloon People,,15124177836,5.0,44533.70785913160
Sanchez Elementary School,Austin,Fairmont Austin,101 Red River St,15126002000,4.0,550.2418026722670
Sanchez Elementary School,Austin,Museum of the Weird,412 E 6th St,15124765493,3.5,1078.1555524879800
Sanchez Elementary School,Austin,The AR Adventure,217 Congress Ave,15125802525,5.0,1129.0592703562800
Sanchez Elementary School,Austin,Lone Star Riverboat,208 Barton Springs Rd,15123271388,4.5,1319.8957147571900
Sanchez Elementary School,Austin,The AR Adventure,1403 Lavaca St,15125802525,5.0,2199.8287703383900
Sanchez Elementary School,Austin,Austin Rental Boats,5019 N Capital Of Texas Hwy,15129571444,4.5,11802.163401957300
Sanchez Elementary School,Austin,Live Love Paddle,1610 E Riverside Dr,15128042122,5.0,1428.041916578620
Sanchez Elementary School,Austin,Austin Bike Tours & Rentals,1710 E 2nd St,15122770609,4.5,916.3531106089990
Sanchez Elementary School,Austin,Austin Visitor Center,602 E Fourth St,15124780098,4.0,853.0327447607200
Sanchez Elementary School,Austin,The AR Adventure,200 Congress Ave,15125802525,5.0,1188.9890222170000
Sanchez Elementary School,Austin,Cozymeal,501 Congress Ave,15124304755,4.5,1255.0171266964300
Zilker Elementary School,Austin,Zilker Park Boat Rentals,2101 Andrew Zilker Rd,15124783852,4.0,1475.37418016307
Zilker Elementary School,Austin,Barton Springs Pool,2201 Barton Springs Rd,15129746300,4.5,1307.3251817123900
Zilker Elementary School,Austin,Austin Eats Food Tours,,15129634545,5.0,941.7116317036610
Zilker Elementary School,Austin,Mainspring Schools,1100 W Live Oak St,15124422301,5.0,1108.4383016278500
Zilker Elementary School,Austin,AquaMobile Swim School,,18889507946,3.5,941.7116317036610
Zilker Elementary School,Austin,ATX Kids Club,,15122345437,4.5,941.7116317036610
Zilker Elementary School,Austin,Lone Star Riverboat,208 Barton Springs Rd,15123271388,4.5,2729.2220521987500
Zilker Elementary School,Austin,South Austin Recreation Center,1100 Cumberland Rd,15129782440,4.0,1343.2566693314300
Zilker Elementary School,Austin,Zilker Park,2100 Barton Springs Rd,15129746700,4.5,1595.7833113474300
Zilker Elementary School,Austin,Mike's Bikes and Tours,,15129196293,5.0,941.7116317036610
Zilker Elementary School,Austin,Pikopye’s Town,2919 Menchaca Rd,15123684011,5.0,1415.9905903875100
Zilker Elementary School,Austin,Rock-About Climbing Adventures,3505 S Lamar Blvd,15124150804,5.0,1918.4123225074100
Zilker Elementary School,Austin,The Learning Experience - Buda,825 Main St,15125238831,5.0,19498.71402472810
Zilker Elementary School,Austin,Barton Springs Bike Rental & Tours,1707 Barton Springs Rd,15124800200,5.0,1605.424526786100
Zilker Elementary School,Austin,Texas Climbing Adventures,,15125902988,5.0,941.7116317036610
Zilker Elementary School,Austin,Amala Foundation,1006 S 8th St,15124768884,5.0,1338.1510935021300
Zilker Elementary School,Austin,CLUBWAKA - Austin,2504 Durwood St,18552582925,4.0,1986.6518575553200
Zilker Elementary School,Austin,Umlauf Sculpture Garden & Museum,605 Azie Morton Rd,15124455582,4.5,1438.4970140308700
Zilker Elementary School,Austin,Del Curto Neighborhood Park,3000 Del Curto,,4.0,1301.441024164940
Zilker Elementary School,Austin,Transport Yourself,1720 Barton Springs Rd,15122989781,5.0,1656.8716035404500
St Elmo El,Austin,Austin Aqua-Dome,1604 Fortview Rd,15124421400,4.5,1264.5504560770700
St Elmo El,Austin,Work and Woof,4930 S Congress,15124601488,4.5,1050.3663302226500
St Elmo El,Austin,Crux Climbing Center,121 Pickle Rd,15129313911,4.5,1166.9393138163100
St Elmo El,Austin,Blazer Tag Adventure Center,1701 W Ben White Blvd,15124620202,4.0,1306.6808124152500
St Elmo El,Austin,Austin Brewery Tours,4714 Mt Vernon Dr,15124129268,5.0,862.172179666809
St Elmo El,Austin,Battle Bend Park,4600 Suburban Dr,,3.5,1076.2168798810500
St Elmo El,Austin,Crabtree amusement Carnival,412 E Ben White Blvd,,2.0,1404.979041739200
St Elmo El,Austin,Premier High School,1701 W Ben White Blvd,15124448442,4.0,1089.4201722511300
St Elmo El,Austin,YMOK Daycare Austin,510 Clarke St,15124284818,4.5,550.3089875776130
St Elmo El,Austin,Snapology Austin,1910 Fort View Rd,15123689090,5.0,1599.327916676910
El Buen Pastor Development Center,Austin,The Escape Game Austin,405 Red River St,15126430043,5.0,819.4230819700280
El Buen Pastor Development Center,Austin,Selfiemade Escape Room,503 Neches St,15126518383,5.0,962.8463753045520
El Buen Pastor Development Center,Austin,Texas Toy Museum,314 1/2 Congress Ave,15122209582,4.0,1339.9436047478800
El Buen Pastor Development Center,Austin,Original Selfie Museum,503 Neches St,15126518383,5.0,961.9598971320200
El Buen Pastor Development Center,Austin,Austin Bike Tours & Rentals,1710 E 2nd St,15122770609,4.5,657.7056718197220
El Buen Pastor Development Center,Austin,Capital Cruises,208 Barton Springs Rd,15124809264,4.5,1455.2889502798700
El Buen Pastor Development Center,Austin,Austin Tubing Trips,251 Trinity St,15126553085,4.5,947.1329833429480
El Buen Pastor Development Center,Austin,Museum of the Weird,412 E 6th St,15124765493,3.5,1088.5112734555200
El Buen Pastor Development Center,Austin,Alamo Adventures,602 Interstate 35,15122030093,5.0,46751.7597881129
El Buen Pastor Development Center,Austin,Live Love Paddle,1610 E Riverside Dr,15128042122,5.0,1487.8826585913100
El Buen Pastor Development Center,Austin,Lone Star Riverboat,208 Barton Springs Rd,15123271388,4.5,1542.0711256622900
El Buen Pastor Development Center,Austin,Waller Creek Boathouse,74 Trinity St,15128314922,4.0,921.9972209975890
El Buen Pastor Development Center,Austin,Austin Duck Adventures,602 E 4th St,15124775274,4.0,786.2108072245090
El Buen Pastor Development Center,Austin,Double Decker Austin,602 E 4th St,15125962925,4.5,798.6947269574440
El Buen Pastor Development Center,Austin,The Expedition School,,15129226724,4.5,1225.0946562087000
El Buen Pastor Development Center,Austin,Austin Visitor Center,602 E Fourth St,15124780098,4.0,853.0763631155230
El Buen Pastor Development Center,Austin,Fiesta Gardens,2101 Jesse E Segovia St,15124808318,4.0,1278.736747390600
El Buen Pastor Development Center,Austin,Austin Rowing Club,74 Trinity St,15128098916,4.5,918.0542786429930
El Buen Pastor Development Center,Austin,Lone Star Kayak Tours,600 East Riverside Dr,15127665640,4.5,1117.8326443522800
El Buen Pastor Development Center,Austin,Norwood Estate Dog Park,1009 Edgecliff Ter,15129746700,3.5,1171.997365172760
Harmony School of Innovation,Austin,Tiny Tails To You,,15124235577,5.0,1393.396160692490
Harmony School of Innovation,Austin,Urban Air Trampoline and Adventure Park,4500 S Pleasant Valley Rd,17372097096,3.0,688.4284124046690
Harmony School of Innovation,Austin,Meanwhile Brewing,3901 Promontory Point Dr,15123083659,4.5,1508.40136036944
Harmony School of Innovation,Austin,Crabtree amusement Carnival,412 E Ben White Blvd,,2.0,1778.0317790051900
Harmony School of Innovation,Austin,Mabel Davis District Park,3427 Parker Ln,15124415247,4.0,1149.2582948104600
Harmony School of Innovation,Austin,Happy Swimmers USA,,15123332480,5.0,1393.396160692490
Harmony School of Innovation,Austin,Avas Flowers,,18776383303,1.0,1393.396160692490
Athena Montessori Academy,Austin,Austin Aqua-Dome,1604 Fortview Rd,15124421400,4.5,228.71965394268900
Athena Montessori Academy,Austin,Blazer Tag Adventure Center,1701 W Ben White Blvd,15124620202,4.0,441.2119653037160
Athena Montessori Academy,Austin,Snapology Austin,1910 Fort View Rd,15123689090,5.0,573.833240745015
Athena Montessori Academy,Austin,Pikopye’s Town,2919 Menchaca Rd,15123684011,5.0,1369.0522031293100
Athena Montessori Academy,Austin,Austin Detours,3605 Manchaca Rd,15129628636,5.0,915.6853214731620
Athena Montessori Academy,Austin,South Austin Recreation Center,1100 Cumberland Rd,15129782440,4.0,1820.6556227369500
Athena Montessori Academy,Austin,YMOK Daycare Austin,510 Clarke St,15124284818,4.5,1190.1663122203700
Athena Montessori Academy,Austin,Lone Star Riverboat,208 Barton Springs Rd,15123271388,4.5,4787.41189231902
Athena Montessori Academy,Austin,Del Curto Neighborhood Park,3000 Del Curto,,4.0,1370.9358263109800
Athena Montessori Academy,Austin,Austin Brewery Tours,4714 Mt Vernon Dr,15124129268,5.0,1152.7740827433800
Athena Montessori Academy,Austin,Rock-About Climbing Adventures,3505 S Lamar Blvd,15124150804,5.0,1185.3562957083500
Athena Montessori Academy,Austin,Premier High School,1701 W Ben White Blvd,15124448442,4.0,374.9667093036160
Athena Montessori Academy,Austin,Experience Guide,,,5.0,2159.844162494770
Athena Montessori Academy,Austin,The Learning Experience - Buda,825 Main St,15125238831,5.0,16841.425352227900
Athena Montessori Academy,Austin,Neuron Garage,,15125935393,5.0,10031.258215362800
Athena Montessori Academy,Austin,Austin Aqua-Dome,1604 Fortview Rd,15124421400,4.5,229.74452944957700
Athena Montessori Academy,Austin,Blazer Tag Adventure Center,1701 W Ben White Blvd,15124620202,4.0,441.06019397953800
Athena Montessori Academy,Austin,Snapology Austin,1910 Fort View Rd,15123689090,5.0,575.1960889135300
Athena Montessori Academy,Austin,Pikopye’s Town,2919 Menchaca Rd,15123684011,5.0,1371.4317127815800
Athena Montessori Academy,Austin,Austin Detours,3605 Manchaca Rd,15129628636,5.0,918.1126673972700
Athena Montessori Academy,Austin,South Austin Recreation Center,1100 Cumberland Rd,15129782440,4.0,1821.920324812060
Athena Montessori Academy,Austin,YMOK Daycare Austin,510 Clarke St,15124284818,4.5,1188.6534371913100
Athena Montessori Academy,Austin,Lone Star Riverboat,208 Barton Springs Rd,15123271388,4.5,4788.660981464370
Athena Montessori Academy,Austin,Del Curto Neighborhood Park,3000 Del Curto,,4.0,1373.1104862886600
Athena Montessori Academy,Austin,Austin Brewery Tours,4714 Mt Vernon Dr,15124129268,5.0,1150.475627325620
Athena Montessori Academy,Austin,Rock-About Climbing Adventures,3505 S Lamar Blvd,15124150804,5.0,1187.787902382510
Athena Montessori Academy,Austin,Premier High School,1701 W Ben White Blvd,15124448442,4.0,373.6155934517780
Athena Montessori Academy,Austin,Experience Guide,,,5.0,2160.984999888070
Athena Montessori Academy,Austin,The Learning Experience - Buda,825 Main St,15125238831,5.0,16839.45343520050
Athena Montessori Academy,Austin,Neuron Garage,,15125935393,5.0,10032.825551168800
Integerity Academy,Austin,Zilker Park Boat Rentals,2101 Andrew Zilker Rd,15124783852,4.0,561.8912655646310
Integerity Academy,Austin,Austin Nature & Science Center,2389 Stratford Dr,15129743888,4.5,1413.0166809671900
Integerity Academy,Austin,Barton Springs Pool,2201 Barton Springs Rd,15129746300,4.5,936.2722876007870
Integerity Academy,Austin,Peter Pan Mini-Golf,1207 Barton Springs Rd,15124721033,4.0,596.5837441200980
Integerity Academy,Austin,ZACH Theatre,202 S Lamar Blvd,15124760541,4.5,375.9158029718380
Integerity Academy,Austin,Capital Cruises,208 Barton Springs Rd,15124809264,4.5,1422.9747655644900
Integerity Academy,Austin,Lou Neff Point,Ann And Roy Butler Hike And Bike Trl,,4.5,299.7174349482860
Integerity Academy,Austin,Barton Springs Bike Rental & Tours,1707 Barton Springs Rd,15124800200,5.0,210.64843358800200
Integerity Academy,Austin,Zilker Botanical Gardens,2220 Barton Springs Rd,15124778672,4.0,1055.0020641733100
Integerity Academy,Austin,Lone Star Riverboat,208 Barton Springs Rd,15123271388,4.5,1335.0229063385200
Integerity Academy,Austin,Wishing Horse Productions,119 Nueces St,15126339356,5.0,1149.1524456718600
Integerity Academy,Austin,Transport Yourself,1720 Barton Springs Rd,15122989781,5.0,158.34196421047700
Integerity Academy,Austin,Butler Pitch & Putt,201 Lee Barton Dr,15124774430,4.0,510.46455575098100
Integerity Academy,Austin,Rowing Dock,2418 Stratford Dr,15124590999,4.5,1658.6584881672500
Integerity Academy,Austin,Texas Rowing Center,1541 W Cesar Chavez,15124677799,4.0,1120.9646754868100
Integerity Academy,Austin,Zilker Park,2100 Barton Springs Rd,15129746700,4.5,1389.5289235342800
Integerity Academy,Austin,Umlauf Sculpture Garden & Museum,605 Azie Morton Rd,15124455582,4.5,453.369159890909
Integerity Academy,Austin,YourBikerGang,506 Walsh St,15128936833,5.0,933.7609219737350
Integerity Academy,Austin,Austin Panic Room,1205 Rio Grande St,15129202845,4.5,1919.5303776855700
Integerity Academy,Austin,PubCrawler of Austin,1607 W 6th St,15126577334,5.0,1169.760485596200
Metz Elementary School,Austin,The Escape Game Austin,405 Red River St,15126430043,5.0,1928.68178888716
Metz Elementary School,Austin,Austin Bike Tours & Rentals,1710 E 2nd St,15122770609,4.5,603.751466818904
Metz Elementary School,Austin,Original Selfie Museum,503 Neches St,15126518383,5.0,2057.7619790563300
Metz Elementary School,Austin,Fiesta Gardens,2101 Jesse E Segovia St,15124808318,4.0,596.5871049800870
Metz Elementary School,Austin,Selfiemade Escape Room,503 Neches St,15126518383,5.0,2058.459058014590
Metz Elementary School,Austin,Live Love Paddle,1610 E Riverside Dr,15128042122,5.0,1272.2786611930300
Metz Elementary School,Austin,The Expedition School,,15129226724,4.5,849.0041270887680
Metz Elementary School,Austin,EpicSUP,2200 S Lakeshore Blvd,15125742516,4.5,986.8710190558810
Metz Elementary School,Austin,Parque Zaragoza Recreation Center,2608 Gonzales St,15129782460,4.5,1272.0046102931600
Metz Elementary School,Austin,Norwood Estate Dog Park,1009 Edgecliff Ter,15129746700,3.5,1576.813735842480
Metz Elementary School,Austin,Austin Duck Adventures,602 E 4th St,15124775274,4.0,1893.271441157430
Metz Elementary School,Austin,Chakra Kids Yoga,2324 E Caesar Chavez,15127854897,5.0,347.7625889536320
Metz Elementary School,Austin,Austin Visitor Center,602 E Fourth St,15124780098,4.0,1942.705908279220
Metz Elementary School,Austin,Double Decker Austin,602 E 4th St,15125962925,4.5,1893.5272688490600
Metz Elementary School,Austin,The Realm Beyond,1403 Lavaca Street And 602E 4th St,15124959250,2.5,1942.8002885912600
Metz Elementary School,Austin,Metrocycle Pedicabs,1508 E 4th St,15128251276,5.0,966.9604336820010
Metz Elementary School,Austin,French Legation State Historic Site,802 San Marcos St,17372261779,4.5,1739.0267651772100
Metz Elementary School,Austin,Fairmont Austin,101 Red River St,15126002000,4.0,1806.8391103479300
Metz Elementary School,Austin,Hipside Peddler,700 Shady Ln,15127108801,4.5,2343.6244871878300
Metz Elementary School,Austin,Texas State Cemetery,909 Navasota St,15124630605,4.5,1499.6091480186900
Austin City Academy,Austin,Texas Toy Museum,314 1/2 Congress Ave,15122209582,4.0,158.89019108959600
Austin City Academy,Austin,Selfiemade Escape Room,503 Neches St,15126518383,5.0,443.1329775488460
Austin City Academy,Austin,Original Selfie Museum,503 Neches St,15126518383,5.0,443.37577989411500
Austin City Academy,Austin,Alamo Adventures,602 Interstate 35,15122030093,5.0,47158.059963104800
Austin City Academy,Austin,SherpaLux,,15127125620,5.0,686.7571689903950
Austin City Academy,Austin,Cozymeal,501 Congress Ave,15124304755,4.5,38.719216328678300
Austin City Academy,Austin,The Escape Game Austin,405 Red River St,15126430043,5.0,542.7026046090190
Austin City Academy,Austin,Capital Cruises,208 Barton Springs Rd,15124809264,4.5,760.5287162783530
Austin City Academy,Austin,Austin Tubing Trips,251 Trinity St,15126553085,4.5,405.959845653406
Austin City Academy,Austin,Alpine Engine,98 San Jacinto Blvd,15127519639,4.0,567.0703536699870
